0.7488326670, 0.4788964507, 0.8864406262, 0.7958616901, 0.0054628132, 0.2623676260, 0.4339121677, 0.5401165807, 0.3016449477, 0.5658742027, 0.2851039155, 0.2993255409, 0.7000030519, 0.2071596423, 0.0984832301, 0.2799768059, 0.3821222571, 0.4549394208, 0.7734916227, 0.0211798456, 0.1502731407, 0.9380169073, 0.4044923246, 0.4511856441, 0.3240760521, 0.5133823664, 0.2043214209, 0.0093997009, 0.1359599597, 0.0120242927, 0.5699331645, 0.2120426038, 0.4583574938, 0.6648762474, 0.2430799280, 0.2690206610, 0.5241248817, 0.9653614917, 0.1763359478, 0.2634968108, 0.4730674154, 0.7593920713, 0.5233619190, 0.7448042238, 0.5228125858, 0.3653981140, 0.0524002808, 0.3092440565, 0.2655415510, 0.7768486587, 
0.9218726157, 0.2252876370, 0.2342600787, 0.0358287301, 0.1781975768, 0.2448500015, 0.0230109561, 0.2172917875, 0.2404858547, 0.5141148106, 0.0299081393, 0.1989806818, 0.1152989288, 0.6703390606, 0.0331431013, 0.0621662038, 0.2718894009, 0.3986327708, 0.0238044374, 0.0380870998, 0.7862788781, 0.1596728416, 0.1266212958, 0.4618976409, 0.0946684164, 0.3743705557, 0.3984191412, 0.2040772729, 0.5818048647, 0.2703329569, 0.5663319803, 0.0984221931, 0.0107425153, 0.3739127781, 0.7390362255, 0.0571001312, 0.5382549516, 0.0853602710, 0.5485396893, 0.0771813105, 0.3917661061, 0.2184209723, 0.5572679830, 0.5239417707, 0.4808801538, 0.0730613117, 0.1708426160, 0.4177678762, 0.0202948088, 0.4325388348, 
0.0610675375, 0.2599261452, 0.5240943632, 0.4843592639, 0.1979125340, 0.2838526566, 0.6787621693, 0.0590838343, 0.4088869900, 0.5923947874, 0.5713370159, 0.5294961394, 0.3086947233, 0.1774956511, 0.2198858608, 0.0419324320, 0.3241676077, 0.1337626270, 0.1848811304, 0.1910458693, 0.4040650655, 0.1122165593, 0.5786309397, 0.0897549364, 0.7726981414, 0.5208899197, 0.2370067446, 0.5531174657, 0.0667439802, 0.1597643971, 0.6913357952, 0.1582995087, 0.7148655660, 0.8671529283, 0.1076082644, 0.6986907559, 0.1420331431, 0.0325022126, 0.0446790979, 0.1622974334, 0.4539017914, 0.2625202185, 0.5134434034, 0.2229987487, 0.1569261757, 0.2281868954, 0.7289345988, 0.1535081027, 0.0758995331, 0.7264625996, 
0.2772606586, 0.2931608020, 0.1394695883, 0.3700064089, 0.1686758019, 0.0173039949, 0.7308572649, 0.4433118686, 0.0460524308, 0.2432630390, 0.0838648640, 0.0458998383, 0.0426648762, 0.4460280160, 0.2032227546, 0.2085940123, 0.3930173650, 0.0758690146, 0.4009521775, 0.2550126652, 0.3959471419, 0.0524613178, 0.5212256233, 0.3141575365, 0.1021454512, 0.0569780572, 0.3063447981, 0.6392712180, 0.7175206763, 0.5951719718, 0.4510635701, 0.4842677084, 0.3314920499, 0.0948820460, 0.9623706778, 0.6272469253, 0.0460219123, 0.2198858608, 0.5135349590, 0.2489089633, 0.2020630512, 0.2763451033, 0.0856349376, 0.1659291360, 0.2134464553, 0.1373332926, 0.6301156652, 0.0405590991, 0.0926541948, 0.0144047365, 
0.3299356059, 0.1114535966, 0.6953642384, 0.1532639546, 0.4289376507, 0.2551347392, 0.6246223334, 0.1776482437, 0.0477919858, 0.4623859371, 0.6346018860, 0.3341166417, 0.2979827265, 0.2262337107, 0.2883693960, 0.0120548112, 0.1774346141, 0.0826441237, 0.0975676748, 0.6352122562, 0.0943021943, 0.0478530229, 0.4483779412, 0.2148197882, 0.2567827387, 0.2821131016, 0.3833429975, 0.7088839381, 0.6601153600, 0.3776360363, 0.6348155156, 0.1185033723, 0.6446424757, 0.3897213660, 0.2632221442, 0.3375957518, 0.2495498520, 0.4068422498, 0.5104220710, 0.0061037019, 0.2899563585, 0.2247383038, 0.1477706229, 0.2515335551, 0.1224097415, 0.1498458815, 0.0665303507, 0.0188604389, 0.0893887143, 0.4982146672, 
0.0802026429, 0.3804742576, 0.6089358196, 0.4458143864, 0.5730155339, 0.0974456008, 0.1386455885, 0.1477401044, 0.7320780053, 0.3982055116, 0.3321024201, 0.4553361614, 0.6961272011, 0.0443739128, 0.0199896237, 0.1624500259, 0.4199041719, 0.3834650716, 0.1139866329, 0.1638233589, 0.1892757958, 0.5903500473, 0.5147862178, 0.5416730247, 0.3577379681, 0.2257454146, 0.8426465651, 0.3797112949, 0.0673238319, 0.1795709098, 0.0028687399, 0.6274910733, 0.2590411084, 0.4271675771, 0.0850550859, 0.0651264992, 0.1635181738, 0.7613452559, 0.2447584460, 0.8112125004, 0.4392529069, 0.1586352123, 0.0914334544, 0.8153019807, 0.1701101718, 0.1298562578, 0.5085909604, 0.2872402112, 0.4856410413, 0.8264412366, 
0.2836085086, 0.4919888913, 0.0909146397, 0.7445905942, 0.1780144658, 0.0036622211, 0.0615253151, 0.4805139317, 0.2523575549, 0.1929685354, 0.8165227210, 0.0254829554, 0.2226325266, 0.5631275369, 0.1186254463, 0.3295083468, 0.5774101993, 0.0073244423, 0.0876491592, 0.4942472610, 0.6980498672, 0.1631519517, 0.3154393139, 0.0034485916, 0.3833735160, 0.4419690542, 0.3038422803, 0.7260963775, 0.7543259987, 0.2732016968, 0.7807855464, 0.4091921751, 0.3876766259, 0.0682699057, 0.3550523392, 0.5894039735, 0.4070253609, 0.5964842677, 0.1433759575, 0.1044038209, 0.1474044008, 0.8756981109, 0.3523361919, 0.2668233283, 0.0533158361, 0.5628223518, 0.3386944182, 0.2323679312, 0.1406292917, 0.8447523423, 
0.6290475173, 0.2341380047, 0.0259407331, 0.1714529862, 0.3521835994, 0.2672505875, 0.6532486953, 0.5674611652, 0.2247077853, 0.0207220679, 0.4961088900, 0.2233344523, 0.3744010743, 0.4820398572, 0.8565630055, 0.0729697562, 0.7188940092, 0.2576067385, 0.4650715659, 0.0166020692, 0.2170781579, 0.1462141789, 0.4034241768, 0.3238319040, 0.6441236610, 0.1772515030, 0.2004150517, 0.1155430769, 0.4011658071, 0.0044557024, 0.1705679495, 0.1290322581, 0.2174443800, 0.1138645589, 0.0331125828, 0.0571611682, 0.5086214789, 0.0155949583, 0.6536759545, 0.2050843837, 0.3450422681, 0.0029908139, 0.4355601672, 0.5190893277, 0.6595049898, 0.8379161962, 0.4963835566, 0.0138554033, 0.5709097568, 0.1180150761, 
0.1914731285, 0.0145268105, 0.1598559526, 0.2620624409, 0.3501693777, 0.3976866970, 0.1291238136, 0.3895992920, 0.2337717826, 0.2141788995, 0.5788445692, 0.1571398053, 0.3014618366, 0.6465651418, 0.7175817133, 0.2661824396, 0.4757225257, 0.2638630329, 0.4466383862, 0.3687551500, 0.0919827876, 0.4631794183, 0.0130008850, 0.1463667714, 0.2445448164, 0.3560899686, 0.2457045198, 0.5666982025, 0.3916440321, 0.6012756737, 0.4813989685, 0.4045838801, 0.7815790277, 0.6519974364, 0.4539017914, 0.0691854610, 0.8619342631, 0.3380535295, 0.1222571490, 0.5366679891, 0.2577898495, 0.4752037111, 0.0416577654, 0.6571245460, 0.1974242378, 0.9742728965, 0.2538224433, 0.1760917997, 0.3041169469, 0.4506668294, 
0.3584398938, 0.4970854823, 0.7835932493, 0.6661275063, 0.0802026429, 0.2053285318, 0.3738517411, 0.5233314005, 0.6615802484, 0.1871089816, 0.2254097110, 0.2645649586, 0.0207220679, 0.4693136387, 0.5693838313, 0.2250434889, 0.1553086947, 0.8153019807, 0.2126224555, 0.1371807001, 0.0397045808, 0.2512588885, 0.5790887173, 0.3591113010, 0.5829950865, 0.6788842433, 0.1962340159, 0.3462019715, 0.5612353893, 0.9199194311, 0.1773125401, 0.5571764275, 0.2731711783, 0.0041810358, 0.5817133091, 0.1905270547, 0.5544297617, 0.3089999084, 0.2757957701, 0.3769646290, 0.0915860469, 0.0179448836, 0.5906247139, 0.5317850276, 0.7592089602, 0.8206122013, 0.3340250862, 0.0531022065, 0.5119479965, 0.2259285257, 
